teleport name is AB, map is 529, coordinates are 1054.94 1055.23 -48.2358, orientation is 0.313367.
teleport name is Lakeshire, map is 0, coordinates are -9266.59 -2188.77 64.0892, orientation is 2.10205.
teleport name is LakeSunspring, map is 530, coordinates are -1708.2 8418.44 -21.4027, orientation is 3.67976.
teleport name is Lakkari TarPits, map is 1, coordinates are -6347.89 -1218.88 -270.355, orientation is 2.6083.
teleport name is LakkariTarPits, map is 1, coordinates are -6430.22 -1052.96 -272.085, orientation is 5.61795.
teleport name is LandsEndBeach, map is 1, coordinates are -10219.4 -3922.28 0.821068, orientation is 5.62501.
teleport name is LarissPavilion, map is 1, coordinates are -4171.38 145.112 57.0216, orientation is 5.74763.
teleport name is LaughingSkullRuins, map is 530, coordinates are -832.056 7741.02 34.3061, orientation is 4.44079.
teleport name is LBRS, map is 229, coordinates are 78.2437 -239.341 55.3424, orientation is 4.77799.
teleport name is LegashEncampment, map is 1, coordinates are 4525.1 -6359.32 126.976, orientation is 4.83794.
teleport name is LegionHold, map is 530, coordinates are -3291.28 2888 131.919, orientation is 2.25661.
teleport name is LethlorRavine, map is 0, coordinates are -6742.69 -4092.03 264.17, orientation is 6.25284.
teleport name is LightsHopeChapel, map is 0, coordinates are 2279.65 -5310.01 87.0759, orientation is 5.07618.
teleport name is LochModan, map is 0, coordinates are -5202.94 -2855.18 336.822, orientation is 0.37651.
teleport name is Longshore, map is 0, coordinates are -10091.5 1955.59 7.16286, orientation is 0.077321.
teleport name is LordamareLake, map is 0, coordinates are 1214.77 731.732 32.9321, orientation is 2.30374.
teleport name is LordamereInternmentCamp, map is 0, coordinates are -62.356 189.834 53.4352, orientation is 2.43918.
teleport name is LostPoint, map is 1, coordinates are -3920.81 -2842.47 45.0363, orientation is 4.48854.
teleport name is LostRiggerCove, map is 1, coordinates are -8021.77 -5292.28 1.33809, orientation is 4.35817.
teleport name is LothosRiftwaker, map is 0, coordinates are -7512.38 -1043.39 181.55, orientation is 0.909809.
teleport name is LowerCity, map is 530, coordinates are -2055.96 5305.2 -37.9105, orientation is 4.02848.
teleport name is LowerVeilShilAk, map is 530, coordinates are -3904.46 3147.39 327.077, orientation is 4.42121.
teleport name is LowerWilds, map is 1, coordinates are -4847.14 434.406 16.2021, orientation is 2.33115.
teleport name is LushwaterOasis, map is 1, coordinates are -960.748 -2043.74 81.2893, orientation is 5.9535.
teleport name is MaestrasPost, map is 1, coordinates are 3194.97 163.192 5.48506, orientation is 3.36212.
teleport name is MageQuarter, map is 0, coordinates are -8976.21 876.055 106.542, orientation is 3.3507.
teleport name is MagHarGrounds, map is 530, coordinates are 395.308 3715.99 179.279, orientation is 0.814673.
teleport name is MagHariProcession, map is 530, coordinates are -1283.99 8498.33 16.4938, orientation is 1.76808.
teleport name is MagharPost, map is 530, coordinates are 512.08 3879.32 191.494, orientation is 0.027839.
teleport name is MagicQuarter, map is 0, coordinates are 1736.52 96.2668 -62.2857, orientation is 5.5036.
teleport name is MagistersTerrace, map is 530, coordinates are 12884.6 -7317.69 65.5023, orientation is 4.799.
teleport name is MagmaFields, map is 530, coordinates are -3440.16 2547.11 58.5443, orientation is 0.37951.
teleport name is MagramVillage, map is 1, coordinates are -1733.94 897.726 90.7702, orientation is 2.15654.
teleport name is magtheridon, map is 544, coordinates are 190.035 3.38458 67.9651, orientation is 3.15819.
teleport name is MagtheridonsLair, map is 530, coordinates are -312.7 3087.26 -116.52, orientation is 5.19026.
teleport name is MalakaJin, map is 1, coordinates are -198.834 -336.707 11.0481, orientation is 5.48042.
teleport name is MaldensOrchard, map is 0, coordinates are 1404.44 1071.55 52.4562, orientation is 1.01804.
teleport name is ManaforgeAra, map is 530, coordinates are 3902.61 4036.58 188.558, orientation is 0.149414.
teleport name is ManaforgeBnaar, map is 530, coordinates are 3007.58 4216.86 160.794, orientation is 2.8844.
teleport name is ManaforgeCoruu, map is 530, coordinates are 2463.21 2862.53 132.065, orientation is 3.9824.
teleport name is ManaforgeDuro, map is 530, coordinates are 3079.11 2211.89 160.351, orientation is 3.59991.
teleport name is ManaforgeUltris, map is 530, coordinates are 3850.68 2061.16 254.219, orientation is 5.65108.
teleport name is ManaTombs, map is 530, coordinates are -3104.18 4945.52 -101.507, orientation is 6.22344.
teleport name is MannorocCoven, map is 1, coordinates are -2041.95 1915.12 70.474, orientation is 0.545691.
teleport name is ManorMistmantle, map is 0, coordinates are -10342.5 -1250.62 35.3013, orientation is 3.56761.
teleport name is MapChamber, map is 70, coordinates are -228.302 236.591 -50.6459, orientation is 1.64438.
teleport name is Maraorange, map is 349, coordinates are 1019.69 -458.31 -43.43, orientation is 0.31.
teleport name is Marapurple, map is 349, coordinates are 751.254 -606.421 -33.2458, orientation is 0.089788.
teleport name is Maraudon, map is 1, coordinates are -1419.13 2908.14 137.464, orientation is 1.57366.
teleport name is MaraudonOrange, map is 1, coordinates are -1464.14 2615.21 76.7172, orientation is 3.21357.
teleport name is MaraudonPurple, map is 1, coordinates are -1188.37 2879.61 85.7888, orientation is 5.07366.
teleport name is MardenholdeKeep, map is 0, coordinates are 2927.64 -1420.34 150.782, orientation is 1.13192.
teleport name is MarshalsRefuge, map is 1, coordinates are -6152.25 -1087.6 -201.435, orientation is 0.707637.
teleport name is MarshlightLake, map is 530, coordinates are 583.302 8485.48 21.6066, orientation is 4.03254.
teleport name is MazraAlor, map is 0, coordinates are 3452.17 -4992.52 196.839, orientation is 5.44846.
teleport name is Mazthoril, map is 1, coordinates are 6163.22 -4432.47 660.866, orientation is 1.60523.
teleport name is MC, map is 409, coordinates are 1082.04 -474.596 -107.762, orientation is 5.02623.
teleport name is Mech, map is 554, coordinates are -28.906 0.680314 -1.81282, orientation is 6.26827.
teleport name is MenagerieWreckage, map is 530, coordinates are -3236.59 -12713.5 27.0563, orientation is 3.45338.
teleport name is MenethilBay, map is 0, coordinates are -3977.14 -898.953 8.83729, orientation is 0.524569.
teleport name is MenethilHarbor, map is 0, coordinates are -3769.32 -744.26 8.01027, orientation is 1.95752.
teleport name is Mgt, map is 585, coordinates are 15.2235 -0.221107 -2.79687, orientation is 0.007752.
teleport name is Middenvale, map is 530, coordinates are -2390.97 -11785.5 16.2604, orientation is 2.27998.
teleport name is MidrealmPost, map is 530, coordinates are 3371.2 2883.39 143.893, orientation is 1.73852.
teleport name is MirageFlats, map is 0, coordinates are -6967.2 -2857.38 241.814, orientation is 2.5709.
teleport name is MirageRaceway, map is 1, coordinates are -6221.35 -3927.64 -58.7495, orientation is 0.757735.
teleport name is MirkfallonLake, map is 1, coordinates are 1587.03 874.207 183.222, orientation is 3.18787.
teleport name is MirrorLake, map is 0, coordinates are -9360.13 441.323 49.1944, orientation is 2.7374.
teleport name is MirrorLakeOrchard, map is 0, coordinates are -9497.38 476.237 51.0552, orientation is 6.1853.
teleport name is MistsEdge, map is 1, coordinates are 6960.9 278.856 2.62734, orientation is 3.54128.
teleport name is MistvaleValley, map is 0, coordinates are -13968.3 121.306 14.8902, orientation is 5.42744.
teleport name is MistyPineRefuge, map is 0, coordinates are -5355.18 -1046.42 394.441, orientation is 0.123457.
teleport name is MistyReedPost, map is 0, coordinates are -10855.8 -4114.24 22.2215, orientation is 1.37632.
teleport name is MistyReedStrand, map is 0, coordinates are -9813.85 -4115.01 4.58721, orientation is 5.54286.
teleport name is MistyShore, map is 0, coordinates are 590.273 132.249 42.0482, orientation is 0.487462.
teleport name is MistyValley, map is 0, coordinates are -10170.6 -2528.78 27.3798, orientation is 1.09358.
teleport name is MizjahRuins, map is 0, coordinates are -12424.8 -148.732 15.055, orientation is 3.21029.
teleport name is MogroshStronghold, map is 0, coordinates are -4915.65 -3958.31 298.303, orientation is 0.553624.
teleport name is MokNathalVillage, map is 530, coordinates are 2210.93 4763.72 157.42, orientation is 4.60576.
teleport name is MoltenCore, map is 230, coordinates are 1126.64 -459.94 -102.535, orientation is 3.46095.
teleport name is Moonbrook, map is 0, coordinates are -10986.7 1542.75 44.7858, orientation is 2.62438.
teleport name is Moonglade, map is 1, coordinates are 7654.3 -2232.87 462.107, orientation is 5.96786.
teleport name is MoongladeHordeFlypoint, map is 1, coordinates are 7486.41 -2124.22 490.738, orientation is 3.11294.
teleport name is MoongrazeWoods, map is 530, coordinates are -3623.63 -12755.4 5.5687, orientation is 0.798743.
teleport name is MoonwingDen, map is 530, coordinates are -5074.81 -11092.5 26.8435, orientation is 1.10189.
teleport name is MorgansVigil, map is 0, coordinates are -8372.77 -2754.46 186.622, orientation is 3.43486.
teleport name is MorlosAran, map is 1, coordinates are 3790.49 -1681.81 251.595, orientation is 3.87194.
teleport name is MorshanBaseCamp, map is 1, coordinates are 1035.62 -2106 122.946, orientation is 1.60767.
teleport name is MoshoggOgreMound, map is 0, coordinates are -12345.2 -966.453 12.2932, orientation is 4.29021.
teleport name is MosshideFen, map is 0, coordinates are -3750.76 -2902.37 12.3196, orientation is 4.19214.
teleport name is MT, map is 557, coordinates are -11.1808 0.991746 -0.9543, orientation is 3.13767.
teleport name is Mudsprocket, map is 1, coordinates are -4573.79 -3173.15 34.0877, orientation is 3.1231.
teleport name is MuerderRow, map is 530, coordinates are 9755.35 -7304.14 24.4126, orientation is 0.426204.
teleport name is Mulgore, map is 1, coordinates are -2192.62 -736.317 -13.3274, orientation is 0.487569.
teleport name is MurderEow, map is 530, coordinates are 9755.35 -7304.14 24.4126, orientation is 0.426204.
teleport name is MystralLake, map is 1, coordinates are 1902.31 -1363.98 99.987, orientation is 0.929737.
teleport name is Mystwood, map is 530, coordinates are -2593.97 -11700.4 11.4544, orientation is 1.18828.
teleport name is Nagrand, map is 530, coordinates are -1145.95 8182.35 3.60249, orientation is 6.13478.
teleport name is NatsLanding, map is 1, coordinates are -4141.59 -4054.2 2.2126, orientation is 5.28022.
teleport name is Nax, map is 533, coordinates are 3021.64 -3402.99 298.22, orientation is 2.97352.
teleport name is Naxxramas, map is 571, coordinates are 3668.72 -1262.46 243.622, orientation is 4.785.
teleport name is Nazzivian, map is 530, coordinates are -2474.89 -11380.1 37.3419, orientation is 1.59514.
teleport name is NekManiWellspring, map is 0, coordinates are -13835.5 420.427 90.6791, orientation is 5.33319.
teleport name is NesingwarySafari, map is 530, coordinates are -1446.49 6346.65 37.5461, orientation is 2.77876.
teleport name is NesingwarysExpedition, map is 0, coordinates are -11609.3 -52.9532 10.9376, orientation is 3.48911.
teleport name is NestlewoodHills, map is 530, coordinates are -4452 -13871.9 101.029, orientation is 3.69763.
teleport name is NestlewoodThicket, map is 530, coordinates are -4395.01 -13772.3 52.3834, orientation is 5.03674.
teleport name is NethanderStead, map is 0, coordinates are -907.58 -979.134 30.3489, orientation is 2.36926.
teleport name is NethergardeKeep, map is 0, coordinates are -10999.8 -3380.08 62.2525, orientation is 4.63501.
teleport name is Netherstone, map is 530, coordinates are 4836.34 2892.29 144.631, orientation is 3.419.
teleport name is Netherstorm, map is 530, coordinates are 3830.23 3426.5 88.6145, orientation is 5.16677.
teleport name is NetherwebRidge, map is 530, coordinates are -3814.67 4264.16 5.66786, orientation is 3.73006.
teleport name is NetherwingFields, map is 530, coordinates are -4122.58 800.66 6.54928, orientation is 1.1217.
teleport name is NetherwingLedge, map is 530, coordinates are -5098.7 505.358 84.97, orientation is 3.41328.
teleport name is NetherwingMines, map is 530, coordinates are -5145.07 711.023 43.4061, orientation is 5.2221.
teleport name is NetherwingPass, map is 530, coordinates are -4331.55 819.57 15.3479, orientation is 5.87712.
teleport name is Nighthaven, map is 1, coordinates are 7966.85 -2491.04 487.734, orientation is 3.20562.
teleport name is NightmareVale, map is 0, coordinates are 2076.72 1158.54 39.13, orientation is 3.26114.
teleport name is NightRun, map is 1, coordinates are 2529.43 -2143.92 197.679, orientation is 3.09116.
teleport name is NightsongWoods, map is 1, coordinates are 3396.9 -1526.19 165.357, orientation is 3.32216.
teleport name is NightWebsHollow, map is 0, coordinates are 2048.96 1813.93 105.345, orientation is 1.84271.
teleport name is NijelsPoint, map is 1, coordinates are 176.426 1309.76 190.18, orientation is 0.556817.
teleport name is NoonshadeRuins, map is 1, coordinates are -7017.57 -4339.67 11.159, orientation is 6.02322.
teleport name is Northdale, map is 0, coordinates are 3029.82 -4901.18 100.63, orientation is 4.63322.
teleport name is NorthfoldManor, map is 0, coordinates are -815.306 -2033.47 34.2293, orientation is 3.32686.
teleport name is NorthGateOutpost, map is 0, coordinates are -5191.62 -2297.24 400.342, orientation is 3.9438.
teleport name is NorthGatePass, map is 0, coordinates are -4802.07 -2532.42 353.848, orientation is 1.92022.
teleport name is NorthpassTower, map is 0, coordinates are 3162.59 -4323.12 132.34, orientation is 4.87705.
teleport name is NorthPointTower, map is 1, coordinates are -2861.79 -3423.24 39.0049, orientation is 3.29711.
teleport name is NorthridgeLumberCamp, map is 0, coordinates are 2365.94 -1511 101.787, orientation is 0.282905.
teleport name is NorthSanctum, map is 530, coordinates are 9287.65 -6701.97 22.026, orientation is 1.3137.
teleport name is NorthshireValley, map is 0, coordinates are -8921.09 -119.135 82.195, orientation is 5.82878.
teleport name is NorthshireVineyards, map is 0, coordinates are -9076.49 -344.655 73.4527, orientation is 0.882288.
teleport name is NorthTidesHollow, map is 0, coordinates are 851.635 1581.33 32.3011, orientation is 0.628498.
teleport name is NorthTidesRun, map is 0, coordinates are 878.157 1883.93 1.85641, orientation is 2.38779.
teleport name is NorthwatchHold, map is 1, coordinates are -1998.12 -3680.54 21.1346, orientation is 2.45298.
teleport name is NorthwindCleft, map is 530, coordinates are -1155.9 8035.88 -86.9813, orientation is 3.21951.
teleport name is ObsidiasPerch, map is 530, coordinates are 2444.66 6990.76 367.981, orientation is 2.20806.
teleport name is OdesyuLanding, map is 530, coordinates are -4677.05 -12439.1 16.2655, orientation is 2.09541.
teleport name is Ogrila, map is 530, coordinates are 2297.68 7293.12 365.617, orientation is 1.28888.
teleport name is OldHillsbradFoothills, map is 1, coordinates are -8404.3 -4070.62 -208.586, orientation is 0.237038.
teleport name is OldTown, map is 0, coordinates are -8722.38 412.837 98.9042, orientation is 5.44545.
teleport name is OlsensFarthing, map is 0, coordinates are 141.756 1465.7 114.441, orientation is 1.55058.
teleport name is Oneiros, map is 1, coordinates are -3220.5 1892.94 49.3026, orientation is 0.094122.
teleport name is onyxia, map is 249, coordinates are 29.1607 -71.3372 -8.18032, orientation is 4.43584.
teleport name is OnyxiasLair, map is 1, coordinates are -4708.27 -3727.64 54.5589, orientation is 3.72786.
teleport name is OrbOfCommand, map is 0, coordinates are -7663.74 -1217.4 287.789, orientation is 5.33945.
teleport name is OreborHarborage, map is 530, coordinates are 958.66 7374.02 27.9079, orientation is 6.12064.
teleport name is Orgrimmar, map is 1, coordinates are 1629.85 -4373.64 31.5573, orientation is 3.69762.
teleport name is OronoksFarm, map is 530, coordinates are -2790.42 1265.35 74.8801, orientation is 3.51465.
teleport name is OrtellsHideout, map is 1, coordinates are -7583.14 223.826 12.1392, orientation is 5.11522.
teleport name is Oshugun, map is 530, coordinates are -2417.03 8314.75 -37.5225, orientation is 3.13613.
teleport name is OwlWingThicket, map is 1, coordinates are 5503.37 -4948.18 850.096, orientation is 3.91821.
teleport name is PalemaneRock, map is 1, coordinates are -2400.94 295.281 65.7074, orientation is 1.27785.
teleport name is PestilentScar , map is 0, coordinates are 2308.92 -5075.61 69.9643, orientation is 3.30119.
teleport name is PlaguemistRavine, map is 0, coordinates are 350.535 -2519.39 194.666, orientation is 0.207063.
teleport name is Plaguewood, map is 0, coordinates are 3065.36 -3704 120.931, orientation is 1.21752.
teleport name is PlaguewoodTower , map is 0, coordinates are 3032.21 -3058.25 118.245, orientation is 2.69521.
teleport name is PodCluster, map is 530, coordinates are -4468.03 -11990.3 31.3148, orientation is 0.665984.
teleport name is PodWreckage, map is 530, coordinates are -4430.11 -12641.6 18.6332, orientation is 3.64265.
teleport name is PoolOfTears, map is 0, coordinates are -10615.7 -3842.2 19.601, orientation is 0.237497.
teleport name is PoolsOfAggonar, map is 530, coordinates are 282.878 3479.82 63.4083, orientation is 0.305086.
teleport name is PoolsOfArlithrien, map is 1, coordinates are 9543.02 1665.64 1298.2, orientation is 5.67365.
teleport name is PortalClearing, map is 530, coordinates are 571.187 8674.03 21.2322, orientation is 4.86742.
teleport name is ProtectorateWatchPost, map is 530, coordinates are 4270.15 2154.62 136.167, orientation is 1.80184.
teleport name is PurgationIsle, map is 0, coordinates are -1242.7 462.432 6.25075, orientation is 1.75667.
teleport name is PyrewoodVillage, map is 0, coordinates are -388.146 1543.67 18.1592, orientation is 3.10171.
teleport name is QuaggRidge, map is 530, coordinates are -186.082 8076.92 19.0829, orientation is 5.03314.
teleport name is QuelDanilLodge, map is 0, coordinates are 226.318 -2777.59 123.356, orientation is 0.59469.
teleport name is QuelLithienLodge, map is 0, coordinates are 3385.31 -4220.6 155.092, orientation is 3.57879.
teleport name is RagefeatherRidge, map is 530, coordinates are -1428.84 -11951.2 16.4308, orientation is 6.12844.
teleport name is RagefireChasm, map is 1, coordinates are 1811.78 -4410.5 -18.4704, orientation is 5.20165.
teleport name is RageScarHold, map is 1, coordinates are -3839.07 1760.37 142.462, orientation is 4.58606.
teleport name is Ramp, map is 543, coordinates are -1346.58 1653.44 68.8313, orientation is 0.486942.
teleport name is RanazjarIsle, map is 1, coordinates are 170.849 2914.41 19.6981, orientation is 0.530757.
teleport name is RaptorGrounds, map is 1, coordinates are -2023.09 -3220.48 90.5983, orientation is 1.07774.
teleport name is RaptorRidge, map is 0, coordinates are -3134.17 -3238.84 63.364, orientation is 5.4904.
teleport name is Ratchet, map is 1, coordinates are -956.664 -3754.71 5.33239, orientation is 0.996637.
teleport name is RavagedCaravan, map is 1, coordinates are -1920.81 -732.852 2.29586, orientation is 1.70032.
teleport name is RavagedTwilightCamp, map is 1, coordinates are -6160.61 1746.37 24.2906, orientation is 0.89614.
teleport name is RavagedTwilightCapm, map is 1, coordinates are -6191.56 1743.28 19.6888, orientation is 0.630589.
teleport name is RavencrestMonument, map is 1, coordinates are 2580.25 -6830.65 117.466, orientation is 5.1403.
teleport name is RavenHill, map is 0, coordinates are -10742.2 330.574 38.2503, orientation is 0.551712.
teleport name is RavenHillCemetery, map is 0, coordinates are -10526.7 295.889 31.0954, orientation is 6.27724.
teleport name is RavenholdtManor, map is 0, coordinates are -9.50862 -1569.46 194.606, orientation is 5.78733.
teleport name is RavensWood, map is 530, coordinates are 3565.61 6890.04 141.477, orientation is 4.50586.
teleport name is RaynewoodRetreat, map is 1, coordinates are 2667.31 -1855.58 188.309, orientation is 5.72617.
teleport name is RazaansLanding, map is 530, coordinates are 2830.32 5252.84 264.143, orientation is 5.26235.
teleport name is RazorfenDowns, map is 1, coordinates are -4657.3 -2519.35 81.0529, orientation is 4.54808.
teleport name is RazorfenKraul, map is 1, coordinates are -4470.28 -1677.77 81.3925, orientation is 1.16302.
teleport name is RazorHill, map is 1, coordinates are 326.81 -4706.65 15.3665, orientation is 4.16414.
teleport name is RazormaneGrounds, map is 1, coordinates are 406.553 -4227.69 25.8136, orientation is 6.14752.
teleport name is RazorRidge, map is 530, coordinates are 2432.62 5201.37 264.661, orientation is 3.00927.
teleport name is RazorthornRise, map is 530, coordinates are -1248.26 3837.32 264.797, orientation is 3.21797.
teleport name is RazorthornShelf, map is 530, coordinates are -1708.1 4028.77 60.0601, orientation is 2.08778.
teleport name is RazorthornTrail, map is 530, coordinates are -1550.52 3547.46 32.4329, orientation is 2.05248.
teleport name is RazorwindCanyon, map is 1, coordinates are 950.321 -4596.04 19.5531, orientation is 3.94604.
teleport name is ReaversFall, map is 530, coordinates are -32.7738 2123.59 110.62, orientation is 0.264264.
teleport name is RebelCamp, map is 0, coordinates are -11322.4 -202.492 75.6362, orientation is 0.432339.
teleport name is RedCloudMesa, map is 1, coordinates are -3162.62 -490.493 30.0476, orientation is 1.64305.
teleport name is RedridgeCanyons, map is 0, coordinates are -8955.78 -2303.5 132.459, orientation is 0.783378.
teleport name is RedridgeMountains, map is 0, coordinates are -9551.81 -2204.73 93.473, orientation is 5.47141.
teleport name is RedRocks, map is 1, coordinates are -975.866 -1089.96 44.4156, orientation is 5.60771.
teleport name is RefugeeCaravan, map is 530, coordinates are -2807.36 5077.65 -12.2418, orientation is 3.23972.
teleport name is RefugePointe, map is 0, coordinates are -1246.61 -2529.32 20.6098, orientation is 0.741709.
teleport name is RemtravelsExcavation, map is 1, coordinates are 4633.51 627.215 7.05298, orientation is 5.68533.
teleport name is RendersValley, map is 0, coordinates are -9654.98 -3097.37 49.9266, orientation is 5.39445.
teleport name is RethbanCaverns, map is 0, coordinates are -8977.54 -2013.25 136.611, orientation is 1.06612.
teleport name is RevantuskVillage, map is 0, coordinates are -557.226 -4581.27 9.5884, orientation is 1.01724.
teleport name is RFC, map is 389, coordinates are 3.81 -14.82 -17.84, orientation is 4.23745.
teleport name is RFD, map is 129, coordinates are 2592.55 1107.5 51.29, orientation is 4.74.
teleport name is RFK, map is 47, coordinates are 1943 1544.63 82, orientation is 1.38.
teleport name is RidgepointTower, map is 0, coordinates are -9759.42 -1370.87 57.8966, orientation is 4.14011.
teleport name is RingOfObservance, map is 530, coordinates are -3314.47 4942.72 -101.176, orientation is 3.47559.
teleport name is RiseOfTheDefiler, map is 0, coordinates are -11240.9 -2842.69 157.925, orientation is 1.47842.
teleport name is RivendarksPerch, map is 530, coordinates are 2081.75 7384.85 372.481, orientation is 4.04039.
teleport name is RoguefeatherDen, map is 1, coordinates are -5485.38 -1628.67 27.7119, orientation is 2.85653.
teleport name is RoguesQuarter, map is 0, coordinates are 1458.68 106.137 -61.3152, orientation is 3.93673.
teleport name is RoyalQuarter, map is 0, coordinates are 1303.13 361.856 -67.2945, orientation is 4.43312.
teleport name is RuinsOfAboraz, map is 0, coordinates are -13688.9 -309.139 6.95504, orientation is 6.11545.
teleport name is RuinsOfAlterac, map is 0, coordinates are 629.684 -348.068 151.105, orientation is 2.85588.
teleport name is RuinsOfAndorhal, map is 0, coordinates are 1400.61 -1493.87 54.7844, orientation is 4.08661.
teleport name is RuinsOfBaaRi, map is 530, coordinates are -3258.09 1165.62 60.1821, orientation is 3.18338.
teleport name is RuinsOfConstellas, map is 1, coordinates are 4567.97 -492.526 300.884, orientation is 5.2189.
teleport name is RuinsOfEldarath, map is 1, coordinates are 4004.29 -5411.78 114.943, orientation is 4.03446.
teleport name is RuinsOfEnkaat, map is 530, coordinates are 3443.76 3680.31 149.409, orientation is 3.34755.
teleport name is RuinsOfFarahlon, map is 530, coordinates are 4639.58 2593.03 210.931, orientation is 2.71213.
teleport name is RuinsOfIsildien, map is 1, coordinates are -5628.76 1443.64 54.1252, orientation is 5.72722.
teleport name is RuinsOfJubuwal, map is 0, coordinates are -13353.7 0.40638 21.6159, orientation is 3.28725.
teleport name is RuinsOfKarabor, map is 530, coordinates are -3732.7 456.872 104.143, orientation is 4.0858.
teleport name is RuinsOfLordaeron, map is 0, coordinates are 1923.69 234.217 49.0664, orientation is 3.16311.
teleport name is RuinsOfLorethAran, map is 530, coordinates are -1832.47 -12078.2 31.9203, orientation is 5.82134.
teleport name is RuinsOfMathystra, map is 1, coordinates are 7344.01 -914.641 32.6207, orientation is 2.18634.
teleport name is RuinsOfRavenwind, map is 1, coordinates are -2877.75 2346 39.7117, orientation is 0.306187.
teleport name is RuinsOfShaNaar, map is 530, coordinates are -588.564 4803.37 35.1991, orientation is 2.89915.
teleport name is RuinsOfSilvermoon, map is 530, coordinates are 9738.47 -6678.72 0.626843, orientation is 1.08358.
teleport name is RuinsOfSolarsal, map is 1, coordinates are -4934.06 3590.1 10.8445, orientation is 0.100452.
teleport name is RuinsOfThaurissan, map is 0, coordinates are -7842.54 -2159.07 133.439, orientation is 6.05649.
teleport name is RuinsOfZulKunda, map is 0, coordinates are -11651.4 647.492 50.5754, orientation is 1.50754.
teleport name is RuinsOfZulMamwe, map is 0, coordinates are -12952.2 -800.204 63.3924, orientation is 2.07461.
teleport name is RuinsOfZulManwe, map is 0, coordinates are -12901.5 -653.396 51.3323, orientation is 4.29414.
teleport name is RunestoneFalithas, map is 530, coordinates are 8222.45 -6684.93 86.2016, orientation is 1.2383.
teleport name is RunestoneShandor, map is 530, coordinates are 8270.72 -7208.74 141.199, orientation is 5.58077.
teleport name is RutTheranVillage, map is 1, coordinates are 8704.53 944.683 13.5177, orientation is 2.99385.
teleport name is RuuanWeald, map is 530, coordinates are 2964.84 5663.43 146.879, orientation is 5.89082.
teleport name is SaldeansFarm, map is 0, coordinates are -10165.8 1099.65 36.7546, orientation is 5.35127.
teleport name is SaltherilsHaven, map is 530, coordinates are 8664.16 -6357.99 55.1721, orientation is 2.0504.
teleport name is SaltsprayGlen, map is 0, coordinates are -2723.47 -1626.34 12.0927, orientation is 4.1374.
teleport name is SanctumOfTheMoon, map is 530, coordinates are 7534.77 -6413.43 13.0591, orientation is 2.45016.
teleport name is SanctumOfTheStars, map is 530, coordinates are -4115.51 1120.54 44.5242, orientation is 2.6318.
teleport name is SanctumOfTheSun, map is 530, coordinates are 7169.99 -7082.62 56.1741, orientation is 5.68364.
teleport name is SandsorrowWatch, map is 1, coordinates are -7244.39 -2950.49 8.88702, orientation is 5.65329.
teleport name is SardorIsle, map is 1, coordinates are -4677.53 3178.37 4.88728, orientation is 4.77121.
teleport name is Sargeron, map is 1, coordinates are -52.4961 1009.64 93.8872, orientation is 4.40432.
teleport name is SarTherisStrand, map is 1, coordinates are -1886.8 2888.14 49.9161, orientation is 1.48894.
teleport name is Satyrnaar, map is 1, coordinates are 2745.04 -2957.47 141.707, orientation is 3.80433.
teleport name is ScalebeardsCave, map is 1, coordinates are 3704.1 -6063.61 1.4207, orientation is 4.81044.
teleport name is ScalewingShelf, map is 530, coordinates are 1994.43 5139.17 265.058, orientation is 3.07523.
teleport name is ScarletBaseCamp, map is 0, coordinates are 1654.25 -4791.25 83.2546, orientation is 4.22248.
teleport name is ScarletMonastery, map is 0, coordinates are 2872.6 -764.398 160.332, orientation is 5.05735.
teleport name is ScarletWatchPost, map is 0, coordinates are 2837.12 -511.285 105.317, orientation is 5.81304.
teleport name is Scholomance, map is 0, coordinates are 1269.64 -2556.21 93.6088, orientation is 0.620623.
teleport name is ScottTest, map is 13, coordinates are -0.310414 0.107129 -100.538, orientation is 2.94612.
teleport name is ScrabblescrewsCamp, map is 1, coordinates are -1414.71 1469.51 59.498, orientation is 1.05066.
teleport name is ScryersTier, map is 530, coordinates are -2185.93 5538.97 64.0729, orientation is 2.82446.
teleport name is ScuttleCoast, map is 1, coordinates are 175.996 -5142.55 0.778698, orientation is 4.49423.
teleport name is SearingGorge, map is 0, coordinates are -7012.47 -1065.13 241.786, orientation is 5.63162.
teleport name is SeatOfTheNaaru, map is 530, coordinates are -3955.23 -11727.3 -138.878, orientation is 0.981744.
teleport name is SenjinVillage, map is 1, coordinates are -813.097 -4880.08 18.995, orientation is 4.42647.
teleport name is SentinelHill, map is 0, coordinates are -10624.5 1096.66 33.7641, orientation is 1.31041.
teleport name is SentinelTower, map is 0, coordinates are -10511.6 1053.2 59.0454, orientation is 5.07245.
teleport name is SentryPoint, map is 1, coordinates are -3461.11 -4125.85 17.099, orientation is 2.25408.
teleport name is Seradane, map is 0, coordinates are 799.721 -3995.68 122.007, orientation is 3.77399.
teleport name is SerpentsCoil, map is 0, coordinates are -11311.5 -3407.92 7.4681, orientation is 5.30724.
teleport name is SerpentshrineCavern, map is 530, coordinates are 820.025 6864.93 -66.7556, orientation is 6.28127.
teleport name is Sethekk, map is 556, coordinates are -4.6811 -0.09308 0.0062, orientation is 0.035342.
teleport name is SethekkHalls, map is 530, coordinates are -3362.2 4664.12 -101.049, orientation is 4.6605.
teleport name is Sewers, map is 0, coordinates are 1609.4 728.543 68.0957, orientation is 4.05141.
